CustomerID,Age,gender,occupation,income,Type,Limit,LoanID,Type,SanctionedAmount,SavingsID,AvgBalance
CID-150165,37,M,Others,525599,Travellers,100000,LID-602451,Housing,100000,SID-650904,5966
CID-496222,7,F,Others,396915,Platinum,100000,LID-264026,Housing,50000,SID-818302,67140
CID-496222,7,F,Others,396915,Platinum,200000,LID-264026,Housing,50000,SID-818302,67140
CID-255754,19,M,SelfEmployed,73329,gold,50000,LID-182629,Vehicle,100000,SID-690138,98162
CID-255754,19,M,SelfEmployed,73329,gold,200000,LID-182629,Vehicle,100000,SID-690138,98162
CID-71553,16,F,Business,186725,Travellers,500000,LID-613156,Personal,100000,SID-415289,96632
CID-71553,16,F,Business,186725,Shoppers,200000,LID-613156,Personal,100000,SID-415289,96632
CID-553443,27,M,SelfEmployed,249656,Travellers,200000,LID-50164,Personal,100000,SID-173472,9124
CID-553443,27,M,SelfEmployed,249656,Platinum,200000,LID-50164,Personal,100000,SID-173472,9124
CID-415164,27,M,SelfEmployed,687697,gold,100000,LID-242282,Personal,50000,SID-438846,40406
CID-415164,27,M,SelfEmployed,687697,Platinum,100000,LID-242282,Personal,50000,SID-438846,40406
CID-348915,40,F,SelfEmployed,627900,gold,100000,LID-662778,Housing,100000,SID-820705,89398
CID-348915,40,F,SelfEmployed,627900,Travellers,200000,LID-662778,Housing,100000,SID-820705,89398
CID-330898,14,F,SelfEmployed,895304,Travellers,50000,LID-806617,Vehicle,200000,SID-39181,22382
CID-330898,14,F,SelfEmployed,895304,Travellers,500000,LID-806617,Vehicle,200000,SID-39181,22382
CID-109203,33,F,SelfEmployed,611328,Shoppers,100000,LID-152679,Personal,50000,SID-202066,98149
CID-109203,33,F,SelfEmployed,611328,Platinum,100000,LID-152679,Personal,50000,SID-202066,98149
CID-236328,4,F,Others,438634,Shoppers,100000,LID-532540,Vehicle,200000,SID-83906,11005
CID-236328,4,F,Others,438634,Platinum,100000,LID-532540,Vehicle,200000,SID-83906,11005
CID-13347,18,F,Others,892017,Shoppers,100000,LID-164059,Housing,100000,SID-818081,27892
CID-13347,18,F,Others,892017,Platinum,100000,LID-164059,Housing,100000,SID-818081,27892
CID-231305,33,F,Employee,860820,Platinum,100000,LID-137292,Personal,100000,SID-184826,6614
CID-231305,33,F,Employee,860820,gold,50000,LID-137292,Personal,100000,SID-184826,6614
CID-668154,16,M,Business,456871,Shoppers,50000,LID-571131,Personal,100000,SID-814101,20814
CID-668154,16,M,Business,456871,gold,500000,LID-571131,Personal,100000,SID-814101,20814
CID-306798,38,M,SelfEmployed,56885,Platinum,100000,LID-693745,Vehicle,100000,SID-371310,47633
CID-306798,38,M,SelfEmployed,56885,Shoppers,50000,LID-693745,Vehicle,100000,SID-371310,47633
CID-54901,20,M,SelfEmployed,807489,Platinum,200000,LID-51058,Housing,100000,SID-34685,80017
CID-54901,20,M,SelfEmployed,807489,gold,50000,LID-51058,Housing,100000,SID-34685,80017
CID-878728,32,M,SelfEmployed,892017,Shoppers,50000,LID-745050,Personal,200000,SID-253928,25337
CID-878728,32,M,SelfEmployed,892017,Shoppers,200000,LID-745050,Personal,200000,SID-253928,25337
CID-69676,38,F,Business,616961,Travellers,50000,LID-52503,Housing,100000,SID-165234,59781
CID-69676,38,F,Business,616961,Platinum,200000,LID-52503,Housing,100000,SID-165234,59781
CID-426125,13,M,Business,196504,Shoppers,100000,LID-305813,Housing,500000,SID-327791,74970
CID-426125,13,M,Business,196504,Travellers,50000,LID-305813,Housing,500000,SID-327791,74970
CID-519895,6,F,Others,672442,gold,100000,LID-84264,Vehicle,500000,SID-529322,40192
CID-519895,6,F,Others,672442,Shoppers,100000,LID-84264,Vehicle,500000,SID-529322,40192
CID-110776,11,M,Others,767374,gold,500000,LID-708962,Housing,100000,SID-560187,97108
CID-110776,11,M,Others,767374,gold,200000,LID-708962,Housing,100000,SID-560187,97108
CID-15288,14,F,Business,81737,Travellers,100000,LID-429245,Housing,200000,SID-832916,72633
CID-15288,14,F,Business,81737,Shoppers,500000,LID-429245,Housing,200000,SID-832916,72633
CID-851059,1,M,Business,22513,gold,200000,LID-400733,Vehicle,200000,SID-576056,95637
CID-851059,1,M,Business,22513,Platinum,100000,LID-400733,Vehicle,200000,SID-576056,95637
CID-575116,24,F,Business,170897,gold,500000,LID-489613,Vehicle,200000,SID-532031,8742
CID-575116,24,F,Business,170897,Shoppers,50000,LID-489613,Vehicle,200000,SID-532031,8742
CID-841484,6,F,Business,443271,Travellers,50000,LID-387985,Personal,100000,SID-614007,93987
CID-841484,6,F,Business,443271,Platinum,50000,LID-387985,Personal,100000,SID-614007,93987
CID-642457,23,M,Employee,166923,Travellers,100000,LID-38912,Vehicle,200000,SID-726399,15148
CID-642457,23,M,Employee,166923,Platinum,500000,LID-38912,Vehicle,200000,SID-726399,15148
CID-33376,26,F,Business,139123,Travellers,100000,LID-806630,Vehicle,100000,SID-171468,78963
CID-33376,26,F,Business,139123,Travellers,200000,LID-806630,Vehicle,100000,SID-171468,78963
CID-482694,3,F,SelfEmployed,263602,Platinum,100000,LID-715842,Vehicle,500000,SID-840951,41437
CID-482694,3,F,SelfEmployed,263602,Travellers,500000,LID-715842,Vehicle,500000,SID-840951,41437
CID-559334,36,M,Business,312578,Travellers,500000,LID-418384,Housing,100000,SID-336027,53311
CID-559334,36,M,Business,312578,Shoppers,100000,LID-418384,Housing,100000,SID-336027,53311
CID-846441,31,M,Business,292614,Travellers,200000,LID-512528,Vehicle,200000,SID-592847,47795
CID-846441,31,M,Business,292614,Shoppers,500000,LID-512528,Vehicle,200000,SID-592847,47795
CID-795605,28,M,SelfEmployed,845173,Shoppers,100000,LID-837094,Vehicle,500000,SID-149360,46200
CID-795605,28,M,SelfEmployed,845173,Travellers,200000,LID-837094,Vehicle,500000,SID-149360,46200
CID-106577,3,M,SelfEmployed,622475,Shoppers,100000,LID-709175,Vehicle,50000,SID-420720,67522
CID-106577,3,M,SelfEmployed,622475,Shoppers,100000,LID-709175,Vehicle,50000,SID-420720,67522
CID-355005,2,F,SelfEmployed,774255,gold,100000,LID-772345,Housing,500000,SID-249003,29463
CID-355005,2,F,SelfEmployed,774255,Shoppers,200000,LID-772345,Housing,500000,SID-249003,29463
CID-856591,21,M,SelfEmployed,885139,Platinum,100000,LID-542632,Housing,100000,SID-13841,72961
CID-856591,21,M,SelfEmployed,885139,Platinum,100000,LID-542632,Housing,100000,SID-13841,72961
CID-854378,18,F,Business,766315,Platinum,50000,LID-638808,Vehicle,50000,SID-431412,38277
CID-854378,18,F,Business,766315,gold,500000,LID-638808,Vehicle,50000,SID-431412,38277
CID-462127,18,M,Employee,45787,gold,100000,LID-65873,Personal,200000,SID-246455,75349
CID-462127,18,M,Employee,45787,Platinum,50000,LID-65873,Personal,200000,SID-246455,75349
CID-398810,2,F,Business,880220,gold,500000,LID-302401,Personal,100000,SID-544331,2083
CID-398810,2,F,Business,880220,Travellers,200000,LID-302401,Personal,100000,SID-544331,2083
CID-66183,35,F,Business,515480,Platinum,100000,LID-592324,Housing,100000,SID-44708,36504
CID-66183,35,F,Business,515480,Shoppers,500000,LID-592324,Housing,100000,SID-44708,36504
CID-514745,5,M,SelfEmployed,855164,Platinum,50000,LID-514332,Personal,200000,SID-138276,54715
CID-514745,5,M,SelfEmployed,855164,gold,500000,LID-514332,Personal,200000,SID-138276,54715
CID-578172,6,M,Business,670561,gold,100000,LID-351947,Personal,500000,SID-719517,93110
CID-578172,6,M,Business,670561,gold,50000,LID-351947,Personal,500000,SID-719517,93110
CID-467197,32,M,Business,318551,gold,100000,LID-776244,Personal,200000,SID-696217,63028
CID-467197,32,M,Business,318551,gold,500000,LID-776244,Personal,200000,SID-696217,63028
CID-299307,19,M,SelfEmployed,565624,gold,200000,LID-422052,Personal,100000,SID-252010,46754
CID-299307,19,M,SelfEmployed,565624,Platinum,50000,LID-422052,Personal,100000,SID-252010,46754
CID-469671,12,M,Employee,448823,gold,100000,LID-461907,Personal,50000,SID-142222,23902
CID-469671,12,M,Employee,448823,Platinum,100000,LID-461907,Personal,50000,SID-142222,23902
CID-265407,30,F,Business,294104,Platinum,200000,LID-528126,Personal,100000,SID-353301,49724
CID-265407,30,F,Business,294104,Shoppers,200000,LID-528126,Personal,100000,SID-353301,49724
CID-633231,19,M,Employee,755710,Platinum,100000,LID-444913,Housing,100000,SID-655028,42339
CID-633231,19,M,Employee,755710,gold,200000,LID-444913,Housing,100000,SID-655028,42339
CID-635849,24,M,Employee,482121,Platinum,100000,LID-798681,Housing,500000,SID-649960,96458
CID-635849,24,M,Employee,482121,Shoppers,100000,LID-798681,Housing,500000,SID-649960,96458
CID-104580,16,F,Employee,334211,Platinum,100000,LID-476106,Vehicle,100000,SID-172434,11867
CID-104580,16,F,Employee,334211,Travellers,50000,LID-476106,Vehicle,100000,SID-172434,11867
CID-534647,15,M,Employee,229041,Shoppers,200000,LID-736755,Housing,500000,SID-625836,82275
CID-534647,15,M,Employee,229041,Shoppers,50000,LID-736755,Housing,500000,SID-625836,82275
CID-329687,16,M,Employee,188767,Platinum,500000,LID-695241,Personal,50000,SID-896660,6344
CID-329687,16,M,Employee,188767,gold,100000,LID-695241,Personal,50000,SID-896660,6344
CID-767768,22,F,Employee,168462,Platinum,200000,LID-533706,Vehicle,500000,SID-185855,6284
CID-767768,22,F,Employee,168462,Shoppers,200000,LID-533706,Vehicle,500000,SID-185855,6284
CID-490449,11,M,SelfEmployed,515213,Travellers,50000,LID-673892,Housing,50000,SID-884823,45161
CID-490449,11,M,SelfEmployed,515213,gold,200000,LID-673892,Housing,50000,SID-884823,45161
CID-461512,20,M,Others,192311,Shoppers,50000,LID-379584,Housing,100000,SID-188071,22488
CID-461512,20,M,Others,192311,gold,100000,LID-379584,Housing,100000,SID-188071,22488
CID-574550,3,M,Employee,412928,Travellers,200000,LID-178125,Housing,500000,SID-485636,18726
CID-574550,3,M,Employee,412928,Travellers,500000,LID-178125,Housing,500000,SID-485636,18726
CID-623238,9,F,Business,323646,Platinum,200000,LID-209829,Personal,100000,SID-861229,47365
CID-623238,9,F,Business,323646,Travellers,100000,LID-209829,Personal,100000,SID-861229,47365
CID-459567,27,F,Business,877834,gold,200000,LID-374513,Personal,100000,SID-456528,67977
CID-459567,27,F,Business,877834,gold,200000,LID-374513,Personal,100000,SID-456528,67977
CID-678024,11,F,Business,67661,Shoppers,100000,LID-3442,Personal,500000,SID-42830,53415
CID-678024,11,F,Business,67661,gold,500000,LID-3442,Personal,500000,SID-42830,53415
CID-714887,6,M,Others,450374,Platinum,50000,LID-429804,Personal,500000,SID-487111,20115
CID-714887,6,M,Others,450374,Platinum,100000,LID-429804,Personal,500000,SID-487111,20115
CID-303658,36,M,Business,281400,Platinum,100000,LID-162646,Housing,100000,SID-170366,2476
CID-303658,36,M,Business,281400,Shoppers,100000,LID-162646,Housing,100000,SID-170366,2476
CID-567460,14,M,Employee,221863,Shoppers,100000,LID-4419,Housing,100000,SID-450354,16586
CID-567460,14,M,Employee,221863,gold,100000,LID-4419,Housing,100000,SID-450354,16586
CID-752224,38,M,Others,11710,Platinum,100000,LID-565105,Personal,50000,SID-365582,16896
CID-752224,38,M,Others,11710,Shoppers,100000,LID-565105,Personal,50000,SID-365582,16896
CID-59543,15,F,Others,268600,Travellers,100000,LID-73086,Housing,100000,SID-555266,24070
CID-59543,15,F,Others,268600,Travellers,200000,LID-73086,Housing,100000,SID-555266,24070
CID-265012,26,F,Employee,432033,gold,50000,LID-363948,Housing,100000,SID-190579,82878
CID-265012,26,F,Employee,432033,Platinum,100000,LID-363948,Housing,100000,SID-190579,82878
CID-101524,14,M,Employee,458304,Shoppers,500000,LID-289618,Vehicle,50000,SID-682736,39475
CID-101524,14,M,Employee,458304,Travellers,500000,LID-289618,Vehicle,50000,SID-682736,39475
CID-279761,9,M,Others,780723,Travellers,500000,LID-419410,Vehicle,200000,SID-654299,5070
CID-279761,9,M,Others,780723,Platinum,200000,LID-419410,Vehicle,200000,SID-654299,5070
CID-375589,10,F,Others,867124,Platinum,50000,LID-510512,Housing,500000,SID-128276,18481
CID-375589,10,F,Others,867124,Platinum,100000,LID-510512,Housing,500000,SID-128276,18481
CID-202476,20,M,Others,591417,Travellers,50000,LID-736948,Personal,100000,SID-73290,71426
CID-202476,20,M,Others,591417,gold,200000,LID-736948,Personal,100000,SID-73290,71426
CID-142529,11,F,SelfEmployed,109406,Travellers,200000,LID-4826,Vehicle,500000,SID-387108,17153
CID-142529,11,F,SelfEmployed,109406,Platinum,200000,LID-4826,Vehicle,500000,SID-387108,17153
CID-488559,22,F,Others,576756,Shoppers,100000,LID-447456,Personal,100000,SID-424786,77158
CID-488559,22,F,Others,576756,gold,100000,LID-447456,Personal,100000,SID-424786,77158
CID-692607,25,M,Others,361045,gold,50000,LID-774910,Vehicle,500000,SID-376250,64047
CID-692607,25,M,Others,361045,Platinum,200000,LID-774910,Vehicle,500000,SID-376250,64047
CID-650534,2,F,Others,90819,gold,100000,LID-215477,Housing,100000,SID-621090,93167
CID-650534,2,F,Others,90819,Platinum,100000,LID-215477,Housing,100000,SID-621090,93167
CID-315295,8,F,Employee,628582,Shoppers,500000,LID-360972,Vehicle,50000,SID-714119,28996
CID-315295,8,F,Employee,628582,Shoppers,50000,LID-360972,Vehicle,50000,SID-714119,28996
CID-741984,34,M,Others,684118,Travellers,200000,LID-774752,Housing,50000,SID-410074,76851
CID-741984,34,M,Others,684118,Travellers,100000,LID-774752,Housing,50000,SID-410074,76851
CID-9185,7,M,Business,231995,gold,50000,LID-484798,Housing,200000,SID-196190,33019
CID-9185,7,M,Business,231995,Travellers,200000,LID-484798,Housing,200000,SID-196190,33019
CID-391335,10,F,Business,259114,gold,100000,LID-819747,Vehicle,50000,SID-196474,1571
CID-391335,10,F,Business,259114,Platinum,100000,LID-819747,Vehicle,50000,SID-196474,1571
CID-867503,27,F,SelfEmployed,699777,gold,100000,LID-255194,Vehicle,100000,SID-788357,37276
CID-867503,27,F,SelfEmployed,699777,Shoppers,500000,LID-255194,Vehicle,100000,SID-788357,37276
CID-103833,31,F,Employee,557959,Shoppers,500000,LID-258731,Vehicle,100000,SID-832590,17131
CID-103833,31,F,Employee,557959,gold,100000,LID-258731,Vehicle,100000,SID-832590,17131
CID-39597,11,F,Others,660545,Shoppers,500000,LID-841402,Personal,100000,SID-423346,31350
CID-39597,11,F,Others,660545,gold,100000,LID-841402,Personal,100000,SID-423346,31350
CID-299387,23,M,Business,643292,gold,200000,LID-505294,Housing,500000,SID-427953,91030
CID-299387,23,M,Business,643292,gold,100000,LID-505294,Housing,500000,SID-427953,91030
CID-59011,33,F,Others,124559,Travellers,50000,LID-710850,Vehicle,500000,SID-496111,43055
CID-59011,33,F,Others,124559,Platinum,100000,LID-710850,Vehicle,500000,SID-496111,43055
CID-497189,31,F,Employee,778632,gold,500000,LID-532556,Vehicle,100000,SID-552077,86952
CID-497189,31,F,Employee,778632,gold,50000,LID-532556,Vehicle,100000,SID-552077,86952
CID-151461,3,F,Business,848264,Shoppers,100000,LID-781212,Vehicle,200000,SID-282422,33062
CID-151461,3,F,Business,848264,Shoppers,200000,LID-781212,Vehicle,200000,SID-282422,33062
CID-507345,1,M,Employee,436154,Platinum,500000,LID-243659,Personal,100000,SID-898334,41969
CID-507345,1,M,Employee,436154,gold,50000,LID-243659,Personal,100000,SID-898334,41969
CID-183214,8,M,Employee,617453,Shoppers,100000,LID-703638,Housing,200000,SID-769802,65903
CID-183214,8,M,Employee,617453,Travellers,100000,LID-703638,Housing,200000,SID-769802,65903
CID-170638,23,F,Others,94268,Travellers,500000,LID-562285,Housing,50000,SID-330920,92915
CID-170638,23,F,Others,94268,Shoppers,200000,LID-562285,Housing,50000,SID-330920,92915
CID-841013,39,M,Employee,46760,Shoppers,100000,LID-366917,Personal,200000,SID-325901,88356
CID-841013,39,M,Employee,46760,Travellers,100000,LID-366917,Personal,200000,SID-325901,88356
CID-204839,9,F,Business,760399,Travellers,50000,LID-194569,Personal,200000,SID-870447,24267
CID-204839,9,F,Business,760399,Platinum,500000,LID-194569,Personal,200000,SID-870447,24267
CID-348417,32,F,Business,555067,Platinum,100000,LID-635455,Vehicle,100000,SID-765175,30742
CID-348417,32,F,Business,555067,Shoppers,50000,LID-635455,Vehicle,100000,SID-765175,30742
CID-247774,2,M,Business,801020,gold,500000,LID-849765,Housing,500000,SID-281069,879
CID-247774,2,M,Business,801020,gold,500000,LID-849765,Housing,500000,SID-281069,879
CID-605079,20,M,Business,8038,Platinum,100000,LID-601510,Vehicle,100000,SID-764876,89240
CID-605079,20,M,Business,8038,Shoppers,200000,LID-601510,Vehicle,100000,SID-764876,89240
CID-92908,7,M,Employee,796138,gold,100000,LID-413937,Vehicle,200000,SID-710789,26121
CID-92908,7,M,Employee,796138,gold,100000,LID-413937,Vehicle,200000,SID-710789,26121
CID-148220,34,M,SelfEmployed,330197,Shoppers,200000,LID-835164,Vehicle,50000,SID-547692,89317
CID-148220,34,M,SelfEmployed,330197,Travellers,500000,LID-835164,Vehicle,50000,SID-547692,89317
CID-854818,27,F,Others,704114,Travellers,50000,LID-687993,Housing,500000,SID-797276,21042
CID-854818,27,F,Others,704114,Shoppers,100000,LID-687993,Housing,500000,SID-797276,21042
CID-627318,20,F,Others,712804,Shoppers,500000,LID-582709,Vehicle,100000,SID-519799,77652
CID-627318,20,F,Others,712804,gold,100000,LID-582709,Vehicle,100000,SID-519799,77652
CID-787707,27,F,Others,16551,Platinum,500000,LID-631940,Vehicle,200000,SID-278996,88298
CID-787707,27,F,Others,16551,Shoppers,500000,LID-631940,Vehicle,200000,SID-278996,88298
CID-109086,30,F,Business,407347,Travellers,500000,LID-233871,Personal,100000,SID-807641,48302
CID-109086,30,F,Business,407347,Shoppers,200000,LID-233871,Personal,100000,SID-807641,48302
CID-233043,40,F,Others,562865,Shoppers,100000,LID-718257,Personal,100000,SID-778092,94134
CID-233043,40,F,Others,562865,Travellers,500000,LID-718257,Personal,100000,SID-778092,94134
CID-557462,26,F,SelfEmployed,164737,Platinum,100000,LID-532056,Housing,500000,SID-522795,14382
CID-557462,26,F,SelfEmployed,164737,Platinum,100000,LID-532056,Housing,500000,SID-522795,14382
CID-404142,41,M,Business,842317,Platinum,500000,LID-884376,Personal,100000,SID-364969,9931
CID-404142,41,M,Business,842317,gold,200000,LID-884376,Personal,100000,SID-364969,9931
CID-449653,41,M,SelfEmployed,620750,gold,200000,LID-437754,Housing,200000,SID-559242,39093
CID-449653,41,M,SelfEmployed,620750,gold,500000,LID-437754,Housing,200000,SID-559242,39093
CID-266386,9,F,Others,496654,Travellers,500000,LID-875034,Housing,100000,SID-61344,41200
CID-266386,9,F,Others,496654,Shoppers,500000,LID-875034,Housing,100000,SID-61344,41200
CID-577900,34,F,Employee,391538,Platinum,50000,LID-462207,Personal,100000,SID-656939,61778
CID-577900,34,F,Employee,391538,gold,500000,LID-462207,Personal,100000,SID-656939,61778
CID-678847,23,M,SelfEmployed,74289,Platinum,100000,LID-421714,Personal,500000,SID-505718,47018
CID-678847,23,M,SelfEmployed,74289,Shoppers,500000,LID-421714,Personal,500000,SID-505718,47018
CID-552468,29,M,SelfEmployed,271921,Shoppers,100000,LID-530088,Vehicle,200000,SID-688512,91452
CID-552468,29,M,SelfEmployed,271921,Travellers,100000,LID-530088,Vehicle,200000,SID-688512,91452
CID-413788,35,F,SelfEmployed,18518,gold,100000,LID-792735,Personal,100000,SID-234359,67139
CID-413788,35,F,SelfEmployed,18518,Platinum,50000,LID-792735,Personal,100000,SID-234359,67139
CID-111875,10,F,Others,31519,gold,50000,LID-497088,Vehicle,500000,SID-95761,93383
CID-111875,10,F,Others,31519,Platinum,50000,LID-497088,Vehicle,500000,SID-95761,93383
CID-584481,16,M,Others,195711,Travellers,100000,LID-340240,Personal,50000,SID-835701,59504
CID-584481,16,M,Others,195711,Platinum,100000,LID-340240,Personal,50000,SID-835701,59504
CID-106324,4,M,Others,44197,Travellers,500000,LID-8266,Vehicle,500000,SID-298187,61367
CID-106324,4,M,Others,44197,Travellers,50000,LID-8266,Vehicle,500000,SID-298187,61367
CID-8712,9,M,Business,2198,Travellers,500000,LID-752011,Vehicle,100000,SID-64324,93393
CID-8712,9,M,Business,2198,gold,100000,LID-752011,Vehicle,100000,SID-64324,93393
CID-46678,27,F,Business,23284,Shoppers,200000,LID-653583,Housing,500000,SID-712409,26101
CID-46678,27,F,Business,23284,Platinum,100000,LID-653583,Housing,500000,SID-712409,26101
CID-564772,12,M,Employee,811852,Shoppers,50000,LID-314454,Vehicle,50000,SID-344292,10387
CID-564772,12,M,Employee,811852,Shoppers,200000,LID-314454,Vehicle,50000,SID-344292,10387
CID-192655,35,F,Business,42881,Platinum,100000,LID-740690,Vehicle,200000,SID-481098,1515
CID-192655,35,F,Business,42881,Travellers,500000,LID-740690,Vehicle,200000,SID-481098,1515
CID-275857,36,F,Business,299990,Platinum,500000,LID-493830,Housing,50000,SID-276649,94851
CID-275857,36,F,Business,299990,Shoppers,100000,LID-493830,Housing,50000,SID-276649,94851
CID-404924,31,F,Business,308814,gold,200000,LID-336143,Personal,200000,SID-514824,77571
CID-404924,31,F,Business,308814,Shoppers,200000,LID-336143,Personal,200000,SID-514824,77571
CID-631126,23,F,Employee,826124,Travellers,50000,LID-675554,Housing,100000,SID-14454,67757
CID-631126,23,F,Employee,826124,gold,100000,LID-675554,Housing,100000,SID-14454,67757
CID-776068,16,F,Employee,875447,Shoppers,100000,LID-773210,Personal,100000,SID-374532,86509
CID-776068,16,F,Employee,875447,gold,500000,LID-773210,Personal,100000,SID-374532,86509
CID-489192,23,M,Employee,283585,Travellers,500000,LID-300439,Personal,50000,SID-273373,73783
CID-489192,23,M,Employee,283585,gold,200000,LID-300439,Personal,50000,SID-273373,73783
CID-302884,5,M,Others,681546,Shoppers,100000,LID-170688,Housing,50000,SID-777364,48757
CID-302884,5,M,Others,681546,Shoppers,500000,LID-170688,Housing,50000,SID-777364,48757
CID-635914,35,F,Employee,674185,Platinum,200000,LID-458336,Housing,100000,SID-453094,4718
CID-635914,35,F,Employee,674185,gold,200000,LID-458336,Housing,100000,SID-453094,4718
CID-356190,39,F,Employee,609166,Travellers,100000,LID-12969,Vehicle,500000,SID-157925,786
CID-356190,39,F,Employee,609166,Platinum,200000,LID-12969,Vehicle,500000,SID-157925,786
CID-310837,15,M,SelfEmployed,70379,gold,500000,LID-899396,Vehicle,50000,SID-11640,60844
CID-310837,15,M,SelfEmployed,70379,Platinum,200000,LID-899396,Vehicle,50000,SID-11640,60844
CID-134374,28,F,SelfEmployed,347607,Shoppers,100000,LID-342329,Personal,100000,SID-30893,21156
CID-134374,28,F,SelfEmployed,347607,Shoppers,200000,LID-342329,Personal,100000,SID-30893,21156
CID-772224,6,F,Business,178413,Platinum,500000,LID-662357,Personal,100000,SID-899992,38994
CID-772224,6,F,Business,178413,Shoppers,100000,LID-662357,Personal,100000,SID-899992,38994
CID-22686,1,F,Business,106683,Travellers,100000,LID-423735,Housing,500000,SID-302232,582
CID-22686,1,F,Business,106683,gold,200000,LID-423735,Housing,500000,SID-302232,582
CID-407488,25,M,SelfEmployed,520741,Shoppers,100000,LID-237429,Vehicle,50000,SID-44898,36110
CID-407488,25,M,SelfEmployed,520741,gold,200000,LID-237429,Vehicle,50000,SID-44898,36110
CID-839960,3,M,Business,425826,gold,500000,LID-878827,Vehicle,200000,SID-63125,15017
CID-839960,3,M,Business,425826,Platinum,100000,LID-878827,Vehicle,200000,SID-63125,15017
CID-527723,19,F,SelfEmployed,564101,gold,100000,LID-583263,Personal,100000,SID-606134,63867
CID-527723,19,F,SelfEmployed,564101,gold,100000,LID-583263,Personal,100000,SID-606134,63867
CID-117194,33,F,Others,255633,Platinum,500000,LID-850501,Personal,100000,SID-351300,93622
CID-117194,33,F,Others,255633,Travellers,100000,LID-850501,Personal,100000,SID-351300,93622
CID-774834,13,M,Others,370399,Platinum,500000,LID-374842,Housing,50000,SID-252320,41088
CID-774834,13,M,Others,370399,Shoppers,50000,LID-374842,Housing,50000,SID-252320,41088
CID-594759,15,M,SelfEmployed,653077,Platinum,100000,LID-695013,Personal,50000,SID-229979,82199
CID-594759,15,M,SelfEmployed,653077,Platinum,500000,LID-695013,Personal,50000,SID-229979,82199
CID-182355,16,M,Others,380705,Travellers,100000,LID-870077,Vehicle,50000,SID-92737,88541
CID-182355,16,M,Others,380705,Shoppers,100000,LID-870077,Vehicle,50000,SID-92737,88541
CID-417261,38,M,Business,359754,Platinum,100000,LID-184004,Housing,100000,SID-657038,3316
CID-417261,38,M,Business,359754,Travellers,50000,LID-184004,Housing,100000,SID-657038,3316
CID-654542,2,F,Employee,805404,Shoppers,50000,LID-869526,Personal,500000,SID-646939,62015
CID-654542,2,F,Employee,805404,Platinum,100000,LID-869526,Personal,500000,SID-646939,62015
CID-468455,32,M,Business,459043,Shoppers,500000,LID-658741,Housing,200000,SID-226419,22120
CID-468455,32,M,Business,459043,Platinum,500000,LID-658741,Housing,200000,SID-226419,22120
CID-438650,11,F,SelfEmployed,30883,Platinum,200000,LID-877108,Personal,100000,SID-617641,77878
CID-438650,11,F,SelfEmployed,30883,Shoppers,500000,LID-877108,Personal,100000,SID-617641,77878
CID-41996,28,M,SelfEmployed,661756,gold,50000,LID-68670,Vehicle,100000,SID-296015,6672
CID-41996,28,M,SelfEmployed,661756,Travellers,50000,LID-68670,Vehicle,100000,SID-296015,6672
CID-64085,3,M,Others,207463,Shoppers,100000,LID-268829,Personal,200000,SID-236671,61832
CID-64085,3,M,Others,207463,Travellers,50000,LID-268829,Personal,200000,SID-236671,61832
CID-480787,4,M,Business,11734,gold,100000,LID-157646,Personal,200000,SID-89768,5781
CID-480787,4,M,Business,11734,Travellers,100000,LID-157646,Personal,200000,SID-89768,5781
CID-518821,3,F,SelfEmployed,168222,gold,500000,LID-769233,Housing,500000,SID-279908,71671
CID-518821,3,F,SelfEmployed,168222,gold,200000,LID-769233,Housing,500000,SID-279908,71671
CID-273694,16,M,SelfEmployed,752342,Shoppers,200000,LID-25405,Personal,200000,SID-409657,66725
CID-273694,16,M,SelfEmployed,752342,gold,50000,LID-25405,Personal,200000,SID-409657,66725
CID-139686,41,M,Others,97083,Travellers,100000,LID-353221,Vehicle,500000,SID-826837,27056
CID-139686,41,M,Others,97083,Platinum,100000,LID-353221,Vehicle,500000,SID-826837,27056
CID-284225,11,F,Business,100125,gold,50000,LID-404152,Vehicle,100000,SID-402478,32554
CID-284225,11,F,Business,100125,Platinum,200000,LID-404152,Vehicle,100000,SID-402478,32554
CID-856253,32,M,Employee,43356,Platinum,50000,LID-336916,Housing,200000,SID-846079,9869
CID-856253,32,M,Employee,43356,Travellers,100000,LID-336916,Housing,200000,SID-846079,9869
CID-527752,23,F,Others,155455,Travellers,500000,LID-132518,Housing,100000,SID-685611,90662
CID-527752,23,F,Others,155455,Platinum,500000,LID-132518,Housing,100000,SID-685611,90662
CID-338122,28,F,SelfEmployed,863758,gold,500000,LID-166835,Housing,500000,SID-652446,26839
CID-338122,28,F,SelfEmployed,863758,Platinum,200000,LID-166835,Housing,500000,SID-652446,26839
CID-532435,6,M,Employee,705622,gold,100000,LID-524529,Housing,100000,SID-801755,22365
CID-532435,6,M,Employee,705622,Shoppers,100000,LID-524529,Housing,100000,SID-801755,22365
CID-676727,41,F,Employee,607189,gold,500000,LID-812180,Vehicle,500000,SID-209314,81973
CID-676727,41,F,Employee,607189,Shoppers,50000,LID-812180,Vehicle,500000,SID-209314,81973
CID-707744,11,F,Employee,538958,gold,100000,LID-244028,Housing,100000,SID-138269,10848
CID-707744,11,F,Employee,538958,Platinum,100000,LID-244028,Housing,100000,SID-138269,10848
